,Year,Team,Name,Salary,Prev_Salary
3118,2015,KIA,김준,2900,2800
3119,2014,KIA,김준,2800,2400
3120,2013,SK/SSG,김준,2400,
3121,2025,DOOSAN,김준상,-,3000
3122,2023,NC,김준상,3000,3000
3123,2022,NC,김준상,3000,3000
3124,2021,NC,김준상,3000,
3125,2022,HANWHA,김준석,3000,
3126,2020,HEROES,김준연,2700,2400
3127,2019,HEROES,김준연,2400,
3128,2023,SK/SSG,김준영,3000,
3129,2021,NC,김준완,6000,8000
3130,2020,NC,김준완,8000,8000
3131,2019,NC,김준완,8000,7000
3132,2017,NC,김준완,7000,3000
3133,2016,NC,김준완,3000,2700
3134,2015,NC,김준완,2700,2400
3135,2014,NC,김준완,2400,2400
3136,2013,NC,김준완,2400,
3137,2023,HEROES,김준완,9000,5000
3138,2022,HEROES,김준완,5000,6000
3139,2023,SAMSUNG,김준우,3100,3100
3140,2021,SAMSUNG,김준우,3100,2700
3141,2020,SAMSUNG,김준우,2700,2700
3142,2019,SAMSUNG,김준우,2700,
3143,2024,NC,김준원,3000,
3144,2020,LOTTE,김준태,3800,4400
3145,2019,LOTTE,김준태,4400,3000
3146,2016,LOTTE,김준태,3000,2700
3147,2015,LOTTE,김준태,2700,2500
3148,2013,LOTTE,김준태,2500,
3149,2025,KT,김준태,7500,10000
3150,2024,KT,김준태,10000,10000
3151,2023,KT,김준태,10000,6500
3152,2022,KT,김준태,6500,6500
3153,2021,KT,김준태,6500,3800
3154,2020,NC,김준현,2700,2700
3155,2016,NC,김준현,2700,
3156,2024,HEROES,김준형,3700,4200
3157,2023,HEROES,김준형,4200,4200
3158,2022,HEROES,김준형,4200,3000
3159,2021,HEROES,김준형,3000,
3160,2010,DOOSAN,김준호,2400,
3161,2011,SAMSUNG,김준희,-,
3162,2024,KT,김지민,3000,
3163,2018,KIA,김지성,4000,3800
3164,2017,KIA,김지성,3800,3800
3165,2016,LG,김지성,3800,3800
3166,2015,LG,김지성,3800,
3167,2024,HEROES,김지성,3000,4000
3168,2016,LOTTE,김지수,2700,3900
3169,2019,HEROES,김지수,5000,6200
3170,2018,HEROES,김지수,6200,6200
3171,2017,HEROES,김지수,6200,2700
3172,2017,HEROES,김지수,6200,5500
3173,2016,HEROES,김지수,5500,3900
3174,2015,HEROES,김지수,3900,3500
3175,2014,HEROES,김지수,3500,
3176,2021,HANWHA,김지수,3100,2700
3177,2020,HANWHA,김지수,2700,5000
3178,2018,KT,김지열,4000,
3179,2002,KIA,김지영,2100,
3180,2023,DOOSAN,김지용,6000,6000
3181,2023,DOOSAN,김지용,6000,3000
3182,2022,DOOSAN,김지용,6000,7000
3183,2022,DOOSAN,김지용,6000,3000
3184,2022,LG,김지용,3000,7000
3185,2022,LG,김지용,3000,3000
3186,2021,LG,김지용,7000,11000
3187,2021,LG,김지용,3000,11000
3188,2020,LG,김지용,11000,12500
3189,2019,LG,김지용,12500,9000
3190,2018,LG,김지용,9000,10000
3191,2017,LG,김지용,10000,4000
3192,2016,LG,김지용,4000,2700
3193,2015,LG,김지용,2700,-
3194,2014,LG,김지용,-,-
3195,2013,LG,김지용,-,-
3196,2010,LG,김지용,-,
3197,2025,DOOSAN,김지윤,-,
3198,2025,SAMSUNG,김지찬,28000,16000
3199,2024,SAMSUNG,김지찬,16000,16000
3200,2023,SAMSUNG,김지찬,16000,11000
3201,2022,SAMSUNG,김지찬,11000,7000
3202,2021,SAMSUNG,김지찬,7000,2700
3203,2020,SAMSUNG,김지찬,2700,
3204,2024,SK/SSG,김지현,3000,
3205,2015,NC,김지호,2700,
3206,2004,KIA,김지훈,3400,3000
3207,2003,KIA,김지훈,3000,2300
3208,2016,KIA,김지훈,2900,2900
3209,2015,KIA,김지훈,2900,2400
3210,2014,KIA,김지훈,2400,-
3211,2002,KIA,김지훈,2300,2100
3212,2001,KIA,김지훈,2100,
3213,2012,SAMSUNG,김지훈,-,3400
3214,2018,HANWHA,김지훈,2700,2700
3215,2017,HANWHA,김지훈,2700,2900
3216,2019,KT,김진곤,3300,3300
3217,2018,KT,김진곤,3300,3000
3218,2017,KT,김진곤,3000,3500
3219,2016,KT,김진곤,3500,2700
3220,2015,KT,김진곤,2700,
3221,2001,HANWHA,김진삼,1500,
3222,2005,SK/SSG,김진성,-,-
3223,2004,SK/SSG,김진성,-,
3224,2021,NC,김진성,20000,16000
3225,2020,NC,김진성,16000,23000
3226,2019,NC,김진성,23000,23000
3227,2018,NC,김진성,23000,18000
3228,2017,NC,김진성,18000,15000
3229,2016,NC,김진성,15000,10500
3230,2015,NC,김진성,10500,4300
3231,2014,NC,김진성,4300,3300
3232,2013,NC,김진성,3300,-
3233,2025,LG,김진성,33000,20000
3234,2024,LG,김진성,20000,20000
3235,2023,LG,김진성,20000,10000
3236,2022,LG,김진성,10000,20000
3237,2011,HEROES,김진성,-,-
3238,2010,HEROES,김진성,-,-
3239,2009,DOOSAN,김진수,2500,2700
3240,2008,DOOSAN,김진수,2700,2200
3241,2007,DOOSAN,김진수,2200,1800
3242,2006,DOOSAN,김진수,1800,-
3243,2003,LOTTE,김진수,-,-
3244,2002,LOTTE,김진수,-,1800
3245,2001,LOTTE,김진수,1800,
3246,2025,LG,김진수,3600,3200
3247,2024,LG,김진수,3200,3000
3248,2021,LG,김진수,3000,2500
3249,2021,HANWHA,김진영,7900,3200
3250,2020,HANWHA,김진영,3200,3000
3251,2019,HANWHA,김진영,3000,3000
3252,2018,HANWHA,김진영,3000,2700
3253,2017,HANWHA,김진영,2700,
3254,2015,KIA,김진우,15000,13000
3255,2014,KIA,김진우,13000,2000
3256,2017,KIA,김진우,12000,12000
3257,2016,KIA,김진우,12000,15000
3258,2018,KIA,김진우,6000,12000
3259,2002,KIA,김진우,2000,
3260,2022,NC,김진우,3000,3000
3261,2021,NC,김진우,3000,6000
3262,2025,LOTTE,김진욱,10000,6000
3263,2025,LOTTE,김진욱,10000,3000
3264,2024,LOTTE,김진욱,6000,5600
3265,2023,LOTTE,김진욱,5600,5100
3266,2022,LOTTE,김진욱,5100,3000
3267,2022,LOTTE,김진욱,5100,3900
3268,2021,LOTTE,김진욱,3000,2900
3269,2024,HANWHA,김진욱,3000,5600
3270,2021,HANWHA,김진욱,3900,2900
3271,2020,HANWHA,김진욱,2900,3000
3272,2019,HANWHA,김진욱,3000,2700
3273,2018,HANWHA,김진욱,2700,
3274,2005,SAMSUNG,김진웅,14500,12500
3275,2004,SAMSUNG,김진웅,12500,9000
3276,2003,SAMSUNG,김진웅,9000,10000
3277,2002,SAMSUNG,김진웅,10000,8000
3278,2001,SAMSUNG,김진웅,8000,
3279,2003,LG,김진유,4000,
3280,2015,DOOSAN,김진형,3000,2500
3281,2014,DOOSAN,김진형,2500,
3282,2019,NC,김진형,2700,2700
3283,2018,NC,김진형,2700,3000
3284,2025,NC,김진호,5000,6000
3285,2024,NC,김진호,6000,6000
3286,2023,NC,김진호,6000,3000
3287,2022,NC,김진호,3000,3000
3288,2021,NC,김진호,3000,2700
3289,2020,NC,김진호,2700,2700
3290,2017,NC,김진호,2700,
3291,2016,SAMSUNG,김찬,-,-
3292,2015,SAMSUNG,김찬,-,
3293,2016,HANWHA,김찬균,2700,
3294,2024,KIA,김찬민,3000,3000
3295,2023,KIA,김찬민,3000,3000
3296,2022,KIA,김찬민,3000,
3297,2025,SK/SSG,김찬형,3200,5000
3298,2024,SK/SSG,김찬형,5000,5000
3299,2023,SK/SSG,김찬형,5000,5800
3300,2021,SK/SSG,김찬형,5800,5800
3301,2020,NC,김찬형,5800,2700
3302,2019,NC,김찬형,2700,2700
3303,2018,NC,김찬형,2700,2700
3304,2017,NC,김찬형,2700,2700
3305,2016,NC,김찬형,2700,
3306,2021,SK/SSG,김찬호,3000,2900
3307,2020,SK/SSG,김찬호,2900,2900
3308,2017,SK/SSG,김찬호,2900,2700
3309,2016,SK/SSG,김찬호,2700,
3310,2022,KIA,김창용,3000,2700
3311,2019,KIA,김창용,2700,
3312,2025,SK/SSG,김창평,3100,3100
3313,2024,SK/SSG,김창평,3100,3000
3314,2021,SK/SSG,김창평,3000,3000
3315,2020,SK/SSG,김창평,3000,2700
3316,2019,SK/SSG,김창평,2700,
3317,2017,LG,김창혁,2700,2700
3318,2015,LG,김창혁,2700,-
3319,2014,LG,김창혁,-,
3320,2020,HANWHA,김창혁,3000,3000
3321,2019,HANWHA,김창혁,3000,2700
3322,2013,DOOSAN,김창훈,4000,3100
3323,2012,DOOSAN,김창훈,3100,2600
3324,2011,DOOSAN,김창훈,2600,2800
3325,2010,DOOSAN,김창훈,2800,2800
3326,2023,LOTTE,김창훈,3200,3100
3327,2022,LOTTE,김창훈,3100,3000
3328,2021,LOTTE,김창훈,3000,4000
3329,2005,HANWHA,김창훈,2800,2000
3330,2004,HANWHA,김창훈,2000,
3331,2002,KIA,김창희,5600,4900
3332,2001,KIA,김창희,4900,
3333,2005,DOOSAN,김창희,9000,7500
3334,2004,DOOSAN,김창희,7500,6300
3335,2003,DOOSAN,김창희,6300,5600
3336,2009,SAMSUNG,김창희,12000,13000
3337,2008,SAMSUNG,김창희,13000,13000
3338,2007,SAMSUNG,김창희,13000,9000
3339,2006,SAMSUNG,김창희,9000,9000
3340,2023,NC,김철호,3000,3000
3341,2021,NC,김철호,3000,3000
3342,2020,NC,김철호,3000,2700
3343,2018,NC,김철호,2700,
3344,2025,KT,김철호,3000,3000
3345,2024,KT,김철호,3000,3000
3346,2025,NC,김태경,5000,3300
3347,2022,NC,김태경,3300,3000
3348,2021,NC,김태경,3000,2700
3349,2020,NC,김태경,2700,
3350,2005,DOOSAN,김태구,-,2300
3351,2004,DOOSAN,김태구,2300,2000
3352,2003,DOOSAN,김태구,2000,-
3353,2002,DOOSAN,김태구,-,-
3354,2001,DOOSAN,김태구,-,
3355,2025,KIA,김태군,70000,70000
3356,2024,KIA,김태군,70000,20000
3357,2023,KIA,김태군,20000,20000
3358,2022,SAMSUNG,김태군,20000,20000
3359,2021,NC,김태군,20000,20000
3360,2020,NC,김태군,20000,23000
3361,2019,NC,김태군,23000,21000
3362,2017,NC,김태군,21000,21000
3363,2016,NC,김태군,21000,13500
3364,2015,NC,김태군,13500,8000
3365,2014,NC,김태군,8000,5500
3366,2013,NC,김태군,5500,3500
3367,2012,LG,김태군,3500,4000
3368,2011,LG,김태군,4000,3300
3369,2010,LG,김태군,3300,2300
3370,2009,LG,김태군,2300,2000
3371,2008,LG,김태군,2000,
3372,2025,LOTTE,김태균,3000,50000
3373,2004,LOTTE,김태균,7800,7800
3374,2004,LOTTE,김태균,7800,3500
3375,2003,LOTTE,김태균,7800,8000
3376,2003,LOTTE,김태균,7800,4000
3377,2002,LOTTE,김태균,8000,8000
3378,2002,LOTTE,김태균,8000,1500
3379,2001,SAMSUNG,김태균,8000,
3380,2007,SK/SSG,김태균,10000,10000
3381,2007,SK/SSG,김태균,10000,24000
3382,2006,SK/SSG,김태균,10000,8600
3383,2006,SK/SSG,김태균,10000,15500
3384,2005,SK/SSG,김태균,8600,7800
3385,2005,SK/SSG,김태균,8600,10500
3386,2020,HANWHA,김태균,50000,100000
3387,2019,HANWHA,김태균,100000,140000
3388,2018,HANWHA,김태균,140000,160000
3389,2017,HANWHA,김태균,160000,160000
3390,2016,HANWHA,김태균,160000,150000
3391,2015,HANWHA,김태균,150000,150000
3392,2014,HANWHA,김태균,150000,150000
3393,2013,HANWHA,김태균,150000,150000
3394,2012,HANWHA,김태균,150000,42000
3395,2009,HANWHA,김태균,42000,29000
3396,2008,HANWHA,김태균,29000,10000
3397,2008,HANWHA,김태균,29000,31000
3398,2007,HANWHA,김태균,31000,10000
3399,2007,HANWHA,김태균,31000,24000
3400,2006,HANWHA,김태균,24000,8600
3401,2006,HANWHA,김태균,24000,15500
3402,2005,HANWHA,김태균,15500,7800
3403,2005,HANWHA,김태균,15500,10500
3404,2004,HANWHA,김태균,10500,7800
3405,2004,HANWHA,김태균,10500,3500
3406,2003,HANWHA,김태균,3500,8000
3407,2003,HANWHA,김태균,3500,4000
3408,2002,HANWHA,김태균,4000,8000
3409,2002,HANWHA,김태균,4000,1500
3410,2001,HANWHA,김태균,1500,
3411,2024,DOOSAN,김태근,3400,3000
3412,2023,DOOSAN,김태근,3000,3000
3413,2022,DOOSAN,김태근,3000,2800
3414,2020,DOOSAN,김태근,2800,2700
3415,2019,DOOSAN,김태근,2700,
3416,2025,SAMSUNG,김태근,4500,3400
3417,2002,KIA,김태룡,4300,3200
3418,2001,KIA,김태룡,3200,
3419,2001,SK/SSG,김태석,-,
3420,2002,LG,김태석,-,-
3421,2021,SAMSUNG,김태수,3000,2700
3422,2018,SAMSUNG,김태수,2700,2700
3423,2017,SAMSUNG,김태수,2700,
3424,2025,HANWHA,김태연,14600,7800
3425,2024,HANWHA,김태연,7800,6000
3426,2023,HANWHA,김태연,6000,5600
3427,2022,HANWHA,김태연,5600,3200
3428,2021,HANWHA,김태연,3200,3200
3429,2019,HANWHA,김태연,3200,3000
3430,2018,HANWHA,김태연,3000,2700
3431,2017,HANWHA,김태연,2700,2700
3432,2016,HANWHA,김태연,2700,
3433,2015,KIA,김태영,10800,8000
3434,2014,KIA,김태영,8000,
3435,2017,LG,김태영,2700,2700
3436,2016,LG,김태영,2700,10800
3437,2025,KT,김태오,3500,3500
3438,2024,KT,김태오,3500,3500
3439,2023,KT,김태오,3500,3400
3440,2022,KT,김태오,3400,3300
3441,2019,KT,김태오,3300,2700
3442,2018,KT,김태오,2700,2700
3443,2016,KT,김태오,2700,
3444,2025,DOOSAN,김태완,3000,3000
3445,2024,DOOSAN,김태완,3000,6000
3446,2016,SAMSUNG,김태완,6000,10500
3447,2016,SAMSUNG,김태완,6000,9000
3448,2015,SAMSUNG,김태완,10500,10000
3449,2015,SAMSUNG,김태완,10500,10000
3450,2014,SAMSUNG,김태완,10000,7000
3451,2013,SAMSUNG,김태완,7000,7000
3452,2012,LG,김태완,7000,4600
3453,2011,LG,김태완,4600,2800
3454,2010,LG,김태완,2800,2500
3455,2009,LG,김태완,2500,2200
3456,2008,LG,김태완,2200,2200
3457,2005,LG,김태완,2200,-
3458,2004,LG,김태완,-,
3459,2018,HEROES,김태완,6000,5000
3460,2018,HEROES,김태완,6000,2400
3461,2017,HEROES,김태완,5000,6000
3462,2017,HEROES,김태완,5000,8000
3463,2017,HEROES,김태완,2400,6000
3464,2017,HEROES,김태완,2400,8000
3465,2016,HANWHA,김태완,8000,10500
3466,2016,HANWHA,김태완,8000,9000
3467,2015,HANWHA,김태완,9000,10000
3468,2015,HANWHA,김태완,9000,10000
3469,2014,HANWHA,김태완,10000,7000
3470,2024,SAMSUNG,김태우,3300,3200
3471,2024,SAMSUNG,김태우,3300,3000
3472,2023,SAMSUNG,김태우,3200,-
3473,2023,SAMSUNG,김태우,3200,3000
3474,2022,SAMSUNG,김태우,-,2700
3475,2019,SAMSUNG,김태우,2700,2700
3476,2018,SAMSUNG,김태우,2700,2700
3477,2022,SK/SSG,김태우,3000,2700
3478,2020,SK/SSG,김태우,2700,2700
3479,2017,NC,김태우,2700,2500
3480,2014,NC,김태우,2500,2400
3481,2013,NC,김태우,2400,
3482,2023,LG,김태우,3000,-
3483,2023,LG,김태우,3000,3000
3484,2020,LG,김태우,2700,2700
3485,2023,LOTTE,김태욱,3000,3000
3486,2021,HANWHA,김태욱,3000,
3487,2024,KIA,김태윤,3000,3000
3488,2025,SK/SSG,김태윤,3100,3000
3489,2025,SK/SSG,김태윤,3100,3100
3490,2024,SK/SSG,김태윤,3100,3000
3491,2022,SK/SSG,김태윤,3000,
3492,2020,KIA,김태진,9000,3300
3493,2021,KIA,김태진,8500,9000
3494,2019,NC,김태진,3300,3000
3495,2018,NC,김태진,3000,3000
3496,2016,NC,김태진,3000,2700
3497,2015,NC,김태진,2700,
3498,2025,HEROES,김태진,9000,11000
3499,2024,HEROES,김태진,11000,12000
3500,2023,HEROES,김태진,12000,10000
3501,2022,HEROES,김태진,10000,8500
3502,2001,SAMSUNG,김태한,8600,
3503,2003,SK/SSG,김태한,7800,8600
3504,2002,SK/SSG,김태한,8600,8600
3505,2025,LOTTE,김태현,3000,4000
3506,2025,NC,김태현,3500,4000
3507,2024,NC,김태현,4000,3000
3508,2023,NC,김태현,3000,3000
3509,2022,NC,김태현,3000,3000
3510,2021,NC,김태현,3000,2700
3511,2020,NC,김태현,2700,2700
3512,2017,NC,김태현,2700,
3513,2025,KIA,김태형,3000,3200
3514,2001,DOOSAN,김태형,5100,
3515,2023,LG,김태형,3200,3200
3516,2022,LG,김태형,3200,3100
3517,2021,LG,김태형,3100,2900
3518,2020,LG,김태형,2900,2900
3519,2019,LG,김태형,2900,2700
3520,2019,LG,김태형,2900,2700
3521,2018,LG,김태형,2700,2700
3522,2018,LG,김태형,2700,2700
3523,2017,LG,김태형,2700,-
3524,2016,LG,김태형,-,2600
3525,2014,HEROES,김태형,2600,-
3526,2013,HEROES,김태형,-,5100
3527,2024,NC,김태호,3000,
3528,2008,SK/SSG,김태환,-,-
3529,2007,SK/SSG,김태환,-,-
3530,2006,SK/SSG,김태환,-,-
3531,2005,SK/SSG,김태환,-,
3532,2011,KIA,김태훈,2500,-
3533,2025,SAMSUNG,김태훈,24000,17000
3534,2025,SAMSUNG,김태훈,24000,4100
3535,2025,SAMSUNG,김태훈,4500,17000
3536,2025,SAMSUNG,김태훈,4500,4100
3537,2024,SAMSUNG,김태훈,17000,18000
3538,2024,SAMSUNG,김태훈,17000,4300
3539,2024,SAMSUNG,김태훈,17000,7800
3540,2024,SAMSUNG,김태훈,4100,18000
3541,2024,SAMSUNG,김태훈,4100,4300
3542,2024,SAMSUNG,김태훈,4100,7800
3543,2023,SAMSUNG,김태훈,18000,15000
3544,2023,SAMSUNG,김태훈,18000,4100
3545,2023,SAMSUNG,김태훈,18000,19000
3546,2023,SAMSUNG,김태훈,4300,15000
3547,2023,SAMSUNG,김태훈,4300,4100
3548,2023,SAMSUNG,김태훈,4300,19000
3549,2023,SK/SSG,김태훈,7800,15000
3550,2023,SK/SSG,김태훈,7800,4100
3551,2023,SK/SSG,김태훈,7800,19000
3552,2022,SK/SSG,김태훈,15000,16000
3553,2022,SK/SSG,김태훈,15000,3700
3554,2022,SK/SSG,김태훈,15000,10000
3555,2021,SK/SSG,김태훈,16000,24000
3556,2021,SK/SSG,김태훈,16000,2900
3557,2021,SK/SSG,김태훈,16000,8000
3558,2020,SK/SSG,김태훈,24000,18000
3559,2019,SK/SSG,김태훈,18000,4000
3560,2019,SK/SSG,김태훈,18000,3000
3561,2018,SK/SSG,김태훈,4000,2800
3562,2018,SK/SSG,김태훈,4000,3000
3563,2017,SK/SSG,김태훈,2800,2700
3564,2017,SK/SSG,김태훈,2800,3000
3565,2016,SK/SSG,김태훈,2700,2700
3566,2016,SK/SSG,김태훈,2700,2700
3567,2015,SK/SSG,김태훈,2700,2800
3568,2012,SK/SSG,김태훈,2800,2500
3569,2012,SK/SSG,김태훈,2800,2400
3570,2011,SK/SSG,김태훈,2400,-
3571,2010,SK/SSG,김태훈,-,
3572,2025,NC,김태훈,3000,17000
3573,2025,NC,김태훈,3000,4100
3574,2022,KT,김태훈,4100,16000
3575,2022,KT,김태훈,4100,3700
3576,2022,KT,김태훈,4100,10000
3577,2021,KT,김태훈,3700,24000
3578,2021,KT,김태훈,3700,2900
3579,2021,KT,김태훈,3700,8000
3580,2020,KT,김태훈,2900,18000
3581,2018,KT,김태훈,3000,2800
3582,2018,KT,김태훈,3000,3000
3583,2017,KT,김태훈,3000,2700
3584,2017,KT,김태훈,3000,3000
3585,2016,KT,김태훈,3000,2700
3586,2016,KT,김태훈,3000,2700
3587,2015,KT,김태훈,2700,2800
3588,2022,HEROES,김태훈,19000,16000
3589,2022,HEROES,김태훈,19000,3700
3590,2022,HEROES,김태훈,19000,10000
3591,2021,HEROES,김태훈,10000,24000
3592,2021,HEROES,김태훈,10000,2900
3593,2021,HEROES,김태훈,10000,8000
3594,2020,HEROES,김태훈,8000,18000
3595,2025,DOOSAN,김택연,14000,3000
3596,2024,DOOSAN,김택연,3000,
3597,2024,NC,김택우,3000,3000
3598,2023,NC,김택우,3000,
3599,2025,SK/SSG,김택형,20500,20500
3600,2024,SK/SSG,김택형,20500,12500
3601,2022,SK/SSG,김택형,12500,3000
3602,2021,SK/SSG,김택형,3000,3700
3603,2020,SK/SSG,김택형,3700,4000
3604,2019,SK/SSG,김택형,4000,4000
3605,2018,SK/SSG,김택형,4000,4400
3606,2017,SK/SSG,김택형,4400,4400
3607,2016,HEROES,김택형,4400,2700
3608,2015,HEROES,김택형,2700,
3609,2021,SK/SSG,김표승,3000,2700
3610,2018,SK/SSG,김표승,2700,-
3611,2017,SK/SSG,김표승,-,
3612,2003,LOTTE,김풍철,-,-
3613,2002,LOTTE,김풍철,-,
3614,2002,HYUNDAI,김필중,2000,
3615,2007,DOOSAN,김하람,-,
3616,2020,HEROES,김하성,55000,32000
3617,2019,HEROES,김하성,32000,32000
3618,2018,HEROES,김하성,32000,22000
3619,2017,HEROES,김하성,22000,16000
3620,2016,HEROES,김하성,16000,4000
3621,2015,HEROES,김하성,4000,2400
3622,2014,HEROES,김하성,2400,
3623,2016,NC,김학성,2700,2700
3624,2015,NC,김학성,2700,2400
3625,2014,NC,김학성,2400,
3626,2002,DOOSAN,김학재,-,
3627,2025,NC,김한별,3800,3800
3628,2024,NC,김한별,3800,3100
3629,2023,NC,김한별,3100,3000
3630,2023,NC,김한별,3100,3000
3631,2022,NC,김한별,3000,2700
3632,2020,NC,김한별,2700,2700
3633,2016,NC,김한별,2700,
3634,2022,KT,김한별,3000,2700
3635,2018,HEROES,김한별,2700,2700
3636,2018,HEROES,김한솔,2000,
3637,2007,SAMSUNG,김한수,40000,40000
3638,2006,SAMSUNG,김한수,40000,40000
3639,2005,SAMSUNG,김한수,40000,31000
3640,2004,SAMSUNG,김한수,31000,28000
3641,2003,SAMSUNG,김한수,28000,15000
3642,2002,SAMSUNG,김한수,15000,10000
3643,2001,SAMSUNG,김한수,10000,
3644,2025,DOOSAN,김한중,-,
3645,2007,HANWHA,김해님,8000,6700
3646,2006,HANWHA,김해님,6700,4500
3647,2005,HANWHA,김해님,4500,2500
3648,2004,HANWHA,김해님,2500,
3649,2018,HEROES,김해수,2700,2700
3650,2017,HEROES,김해수,2700,2700
3651,2015,HEROES,김해수,2700,
3652,2023,HANWHA,김해찬,3000,
3653,2025,SAMSUNG,김헌곤,10000,6000
3654,2024,SAMSUNG,김헌곤,6000,12000
3655,2023,SAMSUNG,김헌곤,12000,18000
3656,2022,SAMSUNG,김헌곤,18000,16000
3657,2021,SAMSUNG,김헌곤,16000,19000
3658,2020,SAMSUNG,김헌곤,19000,15500
3659,2019,SAMSUNG,김헌곤,15500,8500
3660,2018,SAMSUNG,김헌곤,8500,5000
3661,2017,SAMSUNG,김헌곤,5000,2500
3662,2014,SAMSUNG,김헌곤,2500,2500
3663,2013,SAMSUNG,김헌곤,2500,2500
3664,2012,SAMSUNG,김헌곤,2500,-
3665,2011,SAMSUNG,김헌곤,-,
3666,2018,HANWHA,김혁민,7500,9500
3667,2017,HANWHA,김혁민,9500,14000
3668,2014,HANWHA,김혁민,14000,11400
3669,2013,HANWHA,김혁민,11400,6400
3670,2012,HANWHA,김혁민,6400,3400
3671,2011,HANWHA,김혁민,3400,4200
3672,2010,HANWHA,김혁민,4200,3600
3673,2009,HANWHA,김혁민,3600,2100
3674,2008,HANWHA,김혁민,2100,2000
3675,2007,HANWHA,김혁민,2000,
3676,2001,LG,김혁섭,2600,
3677,2020,LOTTE,김현,2700,2700
3678,2019,LOTTE,김현,2700,2700
3679,2018,LOTTE,김현,2700,
3680,2002,LG,김현민,2100,2200
3681,2001,LG,김현민,2200,
3682,2021,HANWHA,김현민,3100,2700
3683,2020,HANWHA,김현민,2700,2100
3684,2025,KIA,김현수,4500,4500
3685,2025,KIA,김현수,4500,100000
3686,2024,KIA,김현수,4500,100000
3687,2022,KIA,김현수,4000,3500
3688,2022,KIA,김현수,4000,100000
3689,2021,KIA,김현수,3500,3000
3690,2021,KIA,김현수,3500,130000
3691,2020,KIA,김현수,3000,2700
3692,2020,KIA,김현수,3000,130000
3693,2015,DOOSAN,김현수,75000,45000
3694,2014,DOOSAN,김현수,45000,31000
3695,2013,DOOSAN,김현수,31000,30000
3696,2012,DOOSAN,김현수,30000,27000
3697,2011,DOOSAN,김현수,27000,25200
3698,2010,DOOSAN,김현수,25200,12600
3699,2009,DOOSAN,김현수,12600,4200
3700,2008,DOOSAN,김현수,4200,2000
3701,2007,DOOSAN,김현수,2000,2000
3702,2006,DOOSAN,김현수,2000,
3703,2019,LOTTE,김현수,2700,140000
3704,2025,LG,김현수,50000,4500
3705,2025,LG,김현수,50000,100000
3706,2024,LG,김현수,100000,100000
3707,2023,LG,김현수,100000,4000
3708,2023,LG,김현수,100000,150000
3709,2022,LG,김현수,150000,3500
3710,2022,LG,김현수,150000,100000
3711,2021,LG,김현수,100000,3000
3712,2021,LG,김현수,100000,130000
3713,2020,LG,김현수,130000,2700
3714,2020,LG,김현수,130000,130000
3715,2019,LG,김현수,130000,140000
3716,2018,LG,김현수,140000,75000
3717,2025,LOTTE,김현우,3000,3000
3718,2019,LOTTE,김현우,2700,5500
3719,2012,LOTTE,김현우,-,-
3720,2011,LOTTE,김현우,-,-
3721,2017,SAMSUNG,김현우,5500,4500
3722,2016,SAMSUNG,김현우,4500,5000
3723,2015,SAMSUNG,김현우,5000,3000
3724,2014,SAMSUNG,김현우,3000,2500
3725,2013,SAMSUNG,김현우,2500,-
3726,2010,SAMSUNG,김현우,-,
3727,2022,HEROES,김현우,3000,3000
3728,2021,HEROES,김현우,3000,2700
3729,2023,HANWHA,김현우,3000,3000
3730,2020,HANWHA,김현우,2700,2700
3731,2004,SAMSUNG,김현욱,22000,18000
3732,2003,SAMSUNG,김현욱,18000,9500
3733,2002,SAMSUNG,김현욱,9500,9500
3734,2001,SAMSUNG,김현욱,9500,
3735,2025,SK/SSG,김현재,3000,
3736,2020,HANWHA,김현제,2700,
3737,2020,LOTTE,김현종,2700,
3738,2025,LG,김현종,3200,3000
3739,2024,LG,김현종,3000,2700
3740,2022,KIA,김현준,3400,3100
3741,2022,KIA,김현준,3400,3000
3742,2021,KIA,김현준,3100,2900
3743,2020,KIA,김현준,2900,2800
3744,2017,KIA,김현준,2800,2700
3745,2016,KIA,김현준,2700,
3746,2024,SAMSUNG,김현준,14000,8000
3747,2023,SAMSUNG,김현준,8000,3400
3748,2023,SAMSUNG,김현준,8000,3300
3749,2022,SAMSUNG,김현준,3300,3100
3750,2022,SAMSUNG,김현준,3300,3000
3751,2021,SAMSUNG,김현준,3000,2900
3752,2024,LG,김형욱,3000,3000
3753,2022,LG,김형욱,3000,3000
3754,2021,LG,김형욱,3000,
3755,2025,NC,김형준,11000,5800
3756,2024,NC,김형준,5800,5000
3757,2023,NC,김형준,5000,5000
3758,2020,NC,김형준,5000,3200
3759,2019,NC,김형준,3200,2700
3760,2018,NC,김형준,2700,
3761,2010,KIA,김형철,2600,2600
3762,2009,KIA,김형철,2600,2200
3763,2008,KIA,김형철,2200,2200
3764,2007,SK/SSG,김형철,2200,2200
3765,2006,SK/SSG,김형철,2200,2100
3766,2005,SK/SSG,김형철,2100,2000
3767,2004,SK/SSG,김형철,2000,-
3768,2003,SK/SSG,김형철,-,
3769,2007,DOOSAN,김혜겸,2000,-
3770,2005,DOOSAN,김혜겸,-,
3771,2024,HEROES,김혜성,65000,42000
3772,2023,HEROES,김혜성,42000,32000
3773,2022,HEROES,김혜성,32000,17000
3774,2021,HEROES,김혜성,17000,10000
3775,2020,HEROES,김혜성,10000,7000
3776,2019,HEROES,김혜성,7000,2900
