Year,Team,Name,Salary,Prev_Salary,is_rookie
2014,HANWHA,임준섭,9500,6000,X
2013,KIA,임준섭,6000,2500,X
2012,KIA,임준섭,2500,2400,X
2011,KIA,임준섭,2400,NaN,O
2017,SK/SSG,임준혁,9500,10000,X
2016,SK/SSG,임준혁,10000,13000,X
2015,SK/SSG,임준혁,13000,5000,X
2014,KIA,임준혁,5000,4300,X
2013,KIA,임준혁,4300,3900,X
2012,KIA,임준혁,3900,4900,X
2011,KIA,임준혁,4900,3800,X
2010,KIA,임준혁,3800,3800,X
2008,KIA,임준혁,3800,2000,X
2007,KIA,임준혁,2000,2000,X
2006,KIA,임준혁,2000,2000,X
2005,KIA,임준혁,2000,NaN,O
2003,KIA,임준혁,2000,NaN,O
2024,LG,임준형,5500,4800,X
2023,LG,임준형,4800,3000,X
2021,LG,임준형,4000,3000,X
2021,DOOSAN,임준형,3000,3000,X
2020,LG,임준형,3000,2700,X
2019,LG,임준형,2700,2700,X
2018,LG,임준형,2700,NaN,O
2022,NC,임지민,3000,3000,X
2021,NC,임지민,3000,NaN,O
2021,LG,임지섭,3000,3000,X
2020,LG,임지섭,3000,3500,X
2018,LG,임지섭,3500,3700,X
2017,LG,임지섭,3700,3500,X
2014,LG,임지섭,3500,2400,X
2013,LG,임지섭,2400,NaN,O
2024,HEROES,임지열,5800,7200,X
2023,HEROES,임지열,7200,5000,X
2022,HEROES,임지열,5000,3200,X
2021,HEROES,임지열,3200,3000,X
2020,HEROES,임지열,3000,2700,X
2019,HEROES,임지열,2700,2700,X
2018,HEROES,임지열,2700,NaN,O
2017,LOTTE,임지유,2700,2700,X
2015,LOTTE,임지유,2700,NaN,O
2019,KT,임지한,2900,NaN,O
2017,HANWHA,임지훈,2700,NaN,O
2024,HEROES,임진묵,3000,NaN,O
2017,DOOSAN,임진우,3000,3200,X
2016,DOOSAN,임진우,3200,3700,X
2015,DOOSAN,임진우,3700,3500,X
2014,SAMSUNG,임진우,3500,3200,X
2011,SAMSUNG,임진우,3200,3000,X
2010,SAMSUNG,임진우,3000,2400,X
2009,SAMSUNG,임진우,2400,NaN,O
2024,LG,임찬규,20000,20000,X
2023,LG,임찬규,20000,17000,X
2022,LG,임찬규,17000,20000,X
2021,LG,임찬규,20000,22000,X
2020,LG,임찬규,22000,13500,X
2019,LG,임찬규,13500,17500,X
2018,LG,임찬규,17500,11500,X
2017,LG,임찬규,11500,6500,X
2016,LG,임찬규,6500,4800,X
2015,LG,임찬규,4800,2400,X
2010,LG,임찬규,2400,NaN,O
2024,SAMSUNG,임창민,20000,20000,X
2023,SAMSUNG,임창민,20000,10000,X
2022,HEROES,임창민,10000,12000,X
2021,DOOSAN,임창민,12000,14000,X
2020,NC,임창민,14000,16000,X
2019,NC,임창민,16000,25000,X
2018,NC,임창민,25000,25000,X
2017,NC,임창민,25000,22500,X
2016,NC,임창민,22500,17400,X
2015,NC,임창민,17400,8700,X
2014,NC,임창민,8700,6200,X
2013,NC,임창민,6200,2600,X
2012,NC,임창민,2600,2400,X
2011,HEROES,임창민,2400,2100,X
2008,HEROES,임창민,2100,2000,X
2007,HEROES,임창민,2000,NaN,O
2017,KIA,임창용,50000,50000,X
2016,KIA,임창용,50000,30000,X
2015,KIA,임창용,30000,50000,X
2014,SAMSUNG,임창용,50000,50000,X
2013,SAMSUNG,임창용,50000,50000,X
2006,SAMSUNG,임창용,50000,50000,X
2005,SAMSUNG,임창용,50000,50000,X
2004,SAMSUNG,임창용,50000,50000,X
2003,SAMSUNG,임창용,50000,43000,X
2002,SAMSUNG,임창용,43000,30000,X
2001,SAMSUNG,임창용,30000,18000,X
2016,SK/SSG,임치영,2400,2400,X
2012,SK/SSG,임치영,2400,2400,X
2011,SK/SSG,임치영,2400,NaN,O
2021,DOOSAN,임태윤,3000,3000,X
2020,DOOSAN,임태윤,3000,NaN,O
2017,SK/SSG,임태준,2700,2400,X
2013,HEROES,임태준,2400,NaN,O
2014,DOOSAN,임태훈,7500,7500,X
2013,DOOSAN,임태훈,7500,9000,X
2012,DOOSAN,임태훈,9000,10000,X
2011,DOOSAN,임태훈,10000,15500,X
2010,DOOSAN,임태훈,15500,17000,X
2009,DOOSAN,임태훈,17000,9000,X
2008,DOOSAN,임태훈,9000,6000,X
2007,DOOSAN,임태훈,6000,2000,X
2006,DOOSAN,임태훈,2000,NaN,O
2015,KIA,임한용,2800,2700,X
2013,KIA,임한용,2700,2500,X
2010,KIA,임한용,2500,NaN,O
2020,SAMSUNG,임현준,10000,11000,X
2019,SAMSUNG,임현준,11000,5500,X
2018,SAMSUNG,임현준,5500,3500,X
2017,SAMSUNG,임현준,3500,3200,X
2016,SAMSUNG,임현준,3200,3300,X
2015,SAMSUNG,임현준,3300,3500,X
2014,SAMSUNG,임현준,3500,3300,X
2013,SAMSUNG,임현준,3300,NaN,X
2023,NC,임형원,3000,3000,X
2022,NC,임형원,3000,3000,X
2020,NC,임형원,3000,2700,X
2019,NC,임형원,2700,NaN,O
2017,LG,임훈,7000,10000,X
2016,LG,임훈,10000,13000,X
2015,LG,임훈,13000,10500,X
2014,LG,임훈,10500,7500,X
2013,SK/SSG,임훈,7500,10000,X
2012,SK/SSG,임훈,10000,8500,X
2011,SK/SSG,임훈,8500,5000,X
2010,SK/SSG,임훈,5000,NaN,X
2001,SK/SSG,잉글린,6000,NaN,X
2005,DOOSAN,장교성,3000,3000,X
2004,HYUNDAI,장교성,3000,2800,X
2019,LOTTE,장국헌,2700,2700,X
2018,LOTTE,장국헌,2700,2700,X
2015,LOTTE,장국헌,2700,NaN,O
2024,DOOSAN,장규빈,3100,3000,X
2023,DOOSAN,장규빈,3000,3000,X
2022,DOOSAN,장규빈,3000,3000,X
2020,DOOSAN,장규빈,3000,2700,X
2019,DOOSAN,장규빈,2700,NaN,O
2024,HANWHA,장규현,3300,3200,X
2023,HANWHA,장규현,3200,3200,X
2021,HANWHA,장규현,3200,3000,X
2020,HANWHA,장규현,3000,NaN,O
2016,HANWHA,장대한,2700,NaN,O
2013,NC,장동우,2400,2400,X
2012,NC,장동우,2400,NaN,O
2024,LOTTE,장두성,4600,4000,X
2023,LOTTE,장두성,4000,3800,X
2022,LOTTE,장두성,3800,3500,X
2021,LOTTE,장두성,3500,3000,X
2020,LOTTE,장두성,3000,2700,X
2017,LOTTE,장두성,2700,NaN,O
2007,KIA,장문석,9800,15000,X
2005,KIA,장문석,15000,15000,X
2004,KIA,장문석,15000,15000,X
2003,KIA,장문석,15000,13500,X
2002,KIA,장문석,13500,6000,X
2001,KIA,장문석,6000,8000,X
2024,KIA,장민기,3500,3500,X
2023,KIA,장민기,3500,3500,X
2021,KIA,장민기,3500,3000,X
2020,KIA,장민기,3000,NaN,O
2017,HANWHA,장민석,11000,10000,X
2016,HANWHA,장민석,10000,10000,X
2015,HANWHA,장민석,10000,10000,X
2014,DOOSAN,장민석,10000,12500,X
2013,DOOSAN,장민석,12500,NaN,X
2017,DOOSAN,장민익,2700,2700,X
2016,DOOSAN,장민익,2700,3000,X
2014,DOOSAN,장민익,3000,2700,X
2013,DOOSAN,장민익,2700,2400,X
2010,DOOSAN,장민익,2400,2400,X
2009,DOOSAN,장민익,2400,NaN,O
2024,HANWHA,장민재,15000,15000,X
2023,HANWHA,장민재,15000,11500,X
2022,HANWHA,장민재,11500,7600,X
2021,HANWHA,장민재,7600,10000,X
2020,HANWHA,장민재,10000,11000,X
2019,HANWHA,장민재,11000,9000,X
2018,HANWHA,장민재,9000,7100,X
2017,HANWHA,장민재,7100,8100,X
2016,HANWHA,장민재,8100,3700,X
2015,HANWHA,장민재,3700,3700,X
2014,HANWHA,장민재,3700,2400,X
2008,HANWHA,장민재,2400,NaN,O
2022,DOOSAN,장빈,3000,3000,X
2021,DOOSAN,장빈,3000,3000,X
2020,DOOSAN,장빈,3000,NaN,O
2001,SAMSUNG,장성국,2100,1800,X
2024,KT,장성우,50000,50000,X
2023,KT,장성우,50000,50000,X
2022,KT,장성우,50000,50000,X
2021,KT,장성우,50000,21000,X
2020,KT,장성우,21000,13500,X
2019,KT,장성우,13500,9500,X
2018,KT,장성우,9500,7300,X
2017,KT,장성우,7300,5000,X
2016,KT,장성우,5000,6500,X
2015,KT,장성우,6500,6500,X
2014,KT,장성우,6500,5500,X
2013,LOTTE,장성우,5500,5500,X
2010,LOTTE,장성우,5500,4300,X
2009,LOTTE,장성우,4300,3300,X
2008,LOTTE,장성우,3300,NaN,X
2014,KT,장성호,10000,14000,X
2013,LOTTE,장성호,14000,18000,X
2012,LOTTE,장성호,18000,13000,X
2011,HANWHA,장성호,13000,20000,X
2010,HANWHA,장성호,20000,20000,X
2009,HANWHA,장성호,20000,55000,X
2008,KIA,장성호,55000,55000,X
2007,KIA,장성호,55000,45000,X
2006,KIA,장성호,45000,45000,X
2005,KIA,장성호,45000,35000,X
2004,KIA,장성호,35000,25000,X
2003,KIA,장성호,25000,20000,X
2002,KIA,장성호,20000,15000,X
2001,KIA,장성호,15000,10000,X
2022,LOTTE,장세진,3000,NaN,O
2024,DOOSAN,장승현,4800,6000,X
2023,DOOSAN,장승현,6000,6000,X
2022,DOOSAN,장승현,6000,7800,X
2021,DOOSAN,장승현,7800,3800,X
2020,DOOSAN,장승현,3800,3500,X
2019,DOOSAN,장승현,3500,3000,X
2018,DOOSAN,장승현,3000,2800,X
2017,DOOSAN,장승현,2800,2700,X
2014,DOOSAN,장승현,2700,NaN,O
2018,LG,장시윤,3800,3600,X
2017,LG,장시윤,3600,3600,X
2016,HEROES,장시윤,3600,3300,X
2015,HEROES,장시윤,3300,2700,X
2014,HEROES,장시윤,2700,2400,X
2013,HEROES,장시윤,2400,NaN,O
2014,KIA,장시하,2700,2400,X
2013,KIA,장시하,2400,NaN,O
2023,KIA,장시현,3000,3000,X
2022,KIA,장시현,3000,3000,X
2020,KIA,장시현,3000,NaN,O
2024,HANWHA,장시환,15000,20000,X
2023,HANWHA,장시환,20000,28000,X
2022,HANWHA,장시환,28000,21000,X
2021,HANWHA,장시환,21000,15400,X
2020,HANWHA,장시환,15400,11000,X
2019,HANWHA,장시환,11000,8500,X
2018,LOTTE,장시환,8500,8500,X
2017,LOTTE,장시환,8500,6500,X
2016,LOTTE,장시환,6500,8900,X
2015,KT,장시환,8900,3300,X
2014,KT,장시환,3300,3100,X
2013,HEROES,장시환,3100,NaN,X
2002,SAMSUNG,장영균,2400,2200,X
2001,SAMSUNG,장영균,2200,1700,X
2020,KIA,장영석,6000,7500,X
2019,KIA,장영석,7500,6000,X
2018,HEROES,장영석,6000,6000,X
2017,HEROES,장영석,6000,3600,X
2016,HEROES,장영석,3600,3300,X
2015,HEROES,장영석,3300,3300,X
2014,HEROES,장영석,3300,3300,X
2011,HEROES,장영석,3300,3800,X
2010,HEROES,장영석,3800,NaN,X
2021,SK/SSG,장우준,3000,3000,X
2020,SK/SSG,장우준,3000,NaN,O
2022,HANWHA,장운호,5000,5350,X
2021,HANWHA,장운호,5350,3500,X
2020,HANWHA,장운호,3500,3800,X
2019,HANWHA,장운호,3800,4800,X
2018,HANWHA,장운호,4800,4200,X
2015,HANWHA,장운호,4200,3700,X
2014,HANWHA,장운호,3700,2700,X
2013,HANWHA,장운호,2700,NaN,O
2020,HANWHA,장웅정,3300,2700,X
2019,HANWHA,장웅정,2700,NaN,O
2019,LOTTE,장원삼,3000,5000,X
2018,LG,장원삼,5000,20000,X
2017,SAMSUNG,장원삼,20000,75000,X
2016,SAMSUNG,장원삼,75000,75000,X
2015,SAMSUNG,장원삼,75000,75000,X
2014,SAMSUNG,장원삼,75000,75000,X
2013,SAMSUNG,장원삼,75000,40000,X
2012,SAMSUNG,장원삼,40000,22500,X
2011,SAMSUNG,장원삼,22500,22500,X
2010,SAMSUNG,장원삼,22500,17000,X
2009,SAMSUNG,장원삼,17000,17000,X
2008,HEROES,장원삼,17000,8000,X
2007,HEROES,장원삼,8000,6000,X
2006,HYUNDAI,장원삼,6000,2000,X
2005,HYUNDAI,장원삼,2000,NaN,O
2022,DOOSAN,장원준,5000,5000,X
2021,DOOSAN,장원준,5000,8000,X
2020,DOOSAN,장원준,8000,30000,X
2019,DOOSAN,장원준,30000,60000,X
2018,DOOSAN,장원준,60000,100000,X
2017,DOOSAN,장원준,100000,100000,X
2016,DOOSAN,장원준,100000,100000,X
2015,DOOSAN,장원준,100000,100000,X
2014,DOOSAN,장원준,100000,32000,X
2013,LOTTE,장원준,32000,NaN,X
2006,DOOSAN,장원진,15000,20000,X
2005,DOOSAN,장원진,20000,15000,X
2004,DOOSAN,장원진,15000,15000,X
2003,DOOSAN,장원진,15000,13700,X
2002,DOOSAN,장원진,13700,14700,X
2001,DOOSAN,장원진,14700,10200,X
2023,DOOSAN,장원호,3000,NaN,O
2005,DOOSAN,장인규,2000,2000,X
2001,DOOSAN,장인규,2000,NaN,O
2004,KIA,장일현,4200,4200,X
2001,KIA,장일현,4200,3500,X
2024,HEROES,장재영,4600,4000,X
2023,HEROES,장재영,4000,3200,X
2022,HEROES,장재영,3200,3100,X
2021,HEROES,장재영,3100,3000,X
2020,HEROES,장재영,3000,NaN,O
2002,LG,장재중,5500,4900,X
2001,LG,장재중,4900,4700,X
2024,KIA,장재혁,3100,3300,X
2024,KIA,장재혁,3100,3000,X
2023,SAMSUNG,장재혁,3300,3000,X
2023,KIA,장재혁,3000,3000,X
2022,SAMSUNG,장재혁,3000,3000,X
2022,SAMSUNG,장재혁,3000,3000,X
2021,SAMSUNG,장재혁,3000,3000,X
2021,KIA,장재혁,3000,3000,X
2020,KIA,장재혁,3000,2700,X
2019,KIA,장재혁,2700,NaN,O
2013,HANWHA,장재훈,2400,NaN,O
2002,KIA,장정석,3800,3200,X
2001,KIA,장정석,3200,3200,X
2004,HANWHA,장종훈,10000,10000,X
2003,HANWHA,장종훈,10000,9800,X
2002,HANWHA,장종훈,9800,13000,X
2001,HANWHA,장종훈,13000,13000,X
2006,LG,장준관,3000,3000,X
2005,LG,장준관,3000,2700,X
2004,LG,장준관,2700,2500,X
2003,LG,장준관,2500,2300,X
2002,LG,장준관,2300,NaN,O
2024,KT,장준원,5100,5300,X
2023,KT,장준원,5300,5000,X
2022,KT,장준원,5000,3800,X
2021,KT,장준원,3800,4500,X
2020,LG,장준원,4500,3400,X
2019,LG,장준원,3400,3400,X
2017,LG,장준원,3400,3200,X
2016,LG,장준원,3200,3000,X
2015,LG,장준원,3000,2700,X
2014,LG,장준원,2700,NaN,O
2024,HANWHA,장지수,3400,3200,X
2023,HANWHA,장지수,3200,3200,X
2022,HANWHA,장지수,3200,3200,X
2021,KIA,장지수,3200,3000,X
2020,KIA,장지수,3000,2700,X
2018,KIA,장지수,2700,NaN,O
2022,HANWHA,장지승,3200,3200,X
2021,HANWHA,장지승,3200,3000,X
2020,HANWHA,장지승,3000,NaN,O
2024,SK/SSG,장지훈,13000,13000,X
2023,SK/SSG,장지훈,13000,10500,X
2021,SK/SSG,장지훈,10500,4200,X
2021,SK/SSG,장지훈,10500,3000,X
2020,SK/SSG,장지훈,3000,3000,X
2020,SAMSUNG,장지훈,4200,3000,X
2019,SAMSUNG,장지훈,3000,2800,X
2018,SAMSUNG,장지훈,2800,2800,X
2017,SAMSUNG,장지훈,2800,2700,X
2016,SAMSUNG,장지훈,2700,NaN,O
2016,LG,장진용,5000,5000,X
2015,LG,장진용,5000,3500,X
2014,LG,장진용,3500,2400,X
2013,LG,장진용,2400,NaN,O
2024,KT,장진혁,11500,5800,X
2023,HANWHA,장진혁,5800,6000,X
2022,HANWHA,장진혁,6000,5800,X
2021,HANWHA,장진혁,5800,5800,X
2019,HANWHA,장진혁,5800,3800,X
2018,HANWHA,장진혁,3800,2800,X
2017,HANWHA,장진혁,2800,2700,X
2015,HANWHA,장진혁,2700,NaN,O
2005,SK/SSG,장찬,2000,NaN,O
2024,NC,장창훈,3000,NaN,O
2007,HEROES,장태종,2000,NaN,O
2024,HEROES,장필준,4000,7000,X
2023,SAMSUNG,장필준,7000,8000,X
2022,SAMSUNG,장필준,8000,12000,X
2021,SAMSUNG,장필준,12000,16500,X
2020,SAMSUNG,장필준,16500,21500,X
2019,SAMSUNG,장필준,21500,17000,X
2018,SAMSUNG,장필준,17000,14000,X
2017,SAMSUNG,장필준,14000,6500,X
2016,SAMSUNG,장필준,6500,2800,X
2015,SAMSUNG,장필준,2800,2700,X
2014,SAMSUNG,장필준,2700,NaN,O
2024,LG,장현식,20000,16000,X
2023,KIA,장현식,16000,19000,X
2022,KIA,장현식,19000,20000,X
2021,KIA,장현식,20000,10500,X
2020,KIA,장현식,10500,11000,X
2019,KIA,장현식,11000,8200,X
2018,NC,장현식,8200,10200,X
2017,NC,장현식,10200,6400,X
2016,NC,장현식,6400,2700,X
2015,NC,장현식,2700,2700,X
2014,NC,장현식,2700,2400,X
2012,NC,장현식,2400,NaN,O
2019,KT,장현우,2700,2700,X
2015,KT,장현우,2700,NaN,O
2006,HYUNDAI,장효훈,2000,NaN,O
2010,SAMSUNG,저마노,16000,NaN,X
2023,SK/SSG,전경원,3200,3200,X
2022,SK/SSG,전경원,3200,3200,X
2021,SK/SSG,전경원,3200,3200,X
2019,SK/SSG,전경원,3200,2900,X
2018,SK/SSG,전경원,2900,2700,X
2017,SK/SSG,전경원,2700,NaN,O
2009,HANWHA,전근표,3300,3200,X
2007,HEROES,전근표,3200,4800,X
2006,HYUNDAI,전근표,4800,4800,X
2005,HYUNDAI,전근표,4800,5500,X
2004,HYUNDAI,전근표,5500,3600,X
2003,HYUNDAI,전근표,3600,2500,X
2002,HYUNDAI,전근표,2500,2500,X
2001,HYUNDAI,전근표,2500,2000,X
2024,DOOSAN,전다민,3500,3000,X
2023,DOOSAN,전다민,3000,NaN,O
2024,NC,전루건,3100,3200,X
2023,NC,전루건,3200,3300,X
2022,NC,전루건,3300,NaN,X
2023,LOTTE,전미르,3000,NaN,O
2021,NC,전민수,5000,5000,X
2020,NC,전민수,5000,5000,X
2019,LG,전민수,5000,4000,X
2018,LG,전민수,4000,5100,X
2017,KT,전민수,5100,5000,X
2016,KT,전민수,5000,2700,X
2015,KT,전민수,2700,2400,X
2013,HEROES,전민수,2400,NaN,O
2024,LOTTE,전민재,7500,3400,X
2023,DOOSAN,전민재,3400,3600,X
2022,DOOSAN,전민재,3600,3200,X
2021,DOOSAN,전민재,3200,3000,X
2020,DOOSAN,전민재,3000,2800,X
2018,DOOSAN,전민재,2800,2700,X
2017,DOOSAN,전민재,2700,NaN,O
2015,SK/SSG,전병두,5000,5600,X
2014,SK/SSG,전병두,5600,8000,X
2013,SK/SSG,전병두,8000,11000,X
2012,SK/SSG,전병두,11000,14000,X
2011,SK/SSG,전병두,14000,13000,X
2010,SK/SSG,전병두,13000,12000,X
2009,SK/SSG,전병두,12000,4500,X
2008,SK/SSG,전병두,4500,7000,X
2007,SK/SSG,전병두,7000,7000,X
2006,KIA,전병두,7000,5500,X
2005,KIA,전병두,5500,2000,X
2004,KIA,전병두,2000,2000,X
2003,DOOSAN,전병두,2000,NaN,O
2024,SAMSUNG,전병우,7500,6000,X
2023,SAMSUNG,전병우,6000,8000,X
2022,HEROES,전병우,8000,7000,X
2021,HEROES,전병우,7000,6000,X
2020,HEROES,전병우,6000,2900,X
2019,HEROES,전병우,2900,4000,X
2018,LOTTE,전병우,4000,2700,X
2017,LOTTE,전병우,2700,2700,X
2014,LOTTE,전병우,2700,NaN,O
2007,SAMSUNG,전병호,22500,22500,X
2006,SAMSUNG,전병호,22500,15000,X
2005,SAMSUNG,전병호,15000,11500,X
2004,SAMSUNG,전병호,11500,12500,X
2003,SAMSUNG,전병호,12500,8500,X
2002,SAMSUNG,전병호,8500,6500,X
2001,SAMSUNG,전병호,6500,5500,X
2024,NC,전사민,3800,3400,X
2023,NC,전사민,3400,3100,X
2022,NC,전사민,3100,3000,X
2021,NC,전사민,3000,3000,X
2019,NC,전사민,3000,2700,X
2018,NC,전사민,2700,NaN,O
2007,DOOSAN,전상렬,10500,15000,X
2006,DOOSAN,전상렬,15000,15000,X
2005,DOOSAN,전상렬,15000,14000,X
2004,DOOSAN,전상렬,14000,NaN,X
2024,KIA,전상현,30000,17000,X
2023,KIA,전상현,17000,13500,X
2022,KIA,전상현,13500,11000,X
2021,KIA,전상현,11000,14000,X
2020,KIA,전상현,14000,7600,X
2019,KIA,전상현,7600,3300,X
2018,KIA,전상현,3300,2700,X
2017,KIA,전상현,2700,2700,X
2015,KIA,전상현,2700,NaN,O
2003,LG,전승남,9000,4000,X
2002,LG,전승남,4000,4500,X
2001,LG,전승남,4500,5000,X
2021,HANWHA,전승우,3000,NaN,O
2004,HYUNDAI,전승윤,2000,NaN,O
2024,SK/SSG,전영준,3200,3200,X
2022,SK/SSG,전영준,3200,3000,X
2021,SK/SSG,전영준,3000,NaN,O
2024,KT,전용주,3600,3200,X
2023,KT,전용주,3200,3000,X
2022,KT,전용주,3000,2800,X
2021,KT,전용주,2800,2800,X
2019,KT,전용주,2800,2700,X
2018,KT,전용주,2700,NaN,O
2019,DOOSAN,전용훈,2800,2700,X
2016,DOOSAN,전용훈,2700,2700,X
2014,DOOSAN,전용훈,2700,2400,X
2013,DOOSAN,전용훈,2400,NaN,O
2015,KIA,전우엽,2900,NaN,O
2021,KT,전유수,8000,10500,X
2020,KT,전유수,10500,10000,X
2019,KT,전유수,10000,6000,X
2018,KT,전유수,6000,8500,X
2017,SK/SSG,전유수,8500,11000,X
2016,SK/SSG,전유수,11000,13000,X
2015,SK/SSG,전유수,13000,9500,X
2014,SK/SSG,전유수,9500,5000,X
2013,SK/SSG,전유수,5000,3400,X
2012,SK/SSG,전유수,3400,NaN,X
2017,KIA,전은석,3000,2800,X
2015,KIA,전은석,2800,2400,X
2013,KIA,전은석,2400,NaN,O
2023,SK/SSG,전의산,8000,9000,X
2022,SK/SSG,전의산,9000,3000,X
2021,SK/SSG,전의산,3000,3000,X
2020,SK/SSG,전의산,3000,2700,X
2019,SK/SSG,전의산,2700,NaN,O
2017,LG,전인환,3500,2700,X
2015,LG,전인환,2700,2700,X
2014,LG,전인환,2700,NaN,O
2018,SK/SSG,전종훈,2700,NaN,O
2024,LOTTE,전준우,40000,130000,X
2023,LOTTE,전준우,130000,50000,X
2022,LOTTE,전준우,50000,50000,X
2021,LOTTE,전준우,50000,50000,X
2020,LOTTE,전준우,50000,50000,X
2019,LOTTE,전준우,50000,50000,X
2018,LOTTE,전준우,50000,27000,X
2017,LOTTE,전준우,27000,20500,X
2016,LOTTE,전준우,20500,20500,X
2015,LOTTE,전준우,20500,16000,X
2013,LOTTE,전준우,16000,15000,X
2012,LOTTE,전준우,15000,13000,X
2011,LOTTE,전준우,13000,7500,X
2010,LOTTE,전준우,7500,2800,X
2009,LOTTE,전준우,2800,2200,X
2008,LOTTE,전준우,2200,2000,X
2007,LOTTE,전준우,2000,NaN,O
2024,HEROES,전준표,3200,3000,X
2023,HEROES,전준표,3000,NaN,O
2023,LG,전준호,3300,3200,X
2022,LG,전준호,3200,3200,X
2021,LG,전준호,3200,2700,X
2018,LG,전준호,2700,2700,X
2017,LG,전준호,2700,2700,X
2016,LG,전준호,2700,11000,X
2010,SK/SSG,전준호,11000,13000,X
2009,SK/SSG,전준호,13000,13000,X
2009,SK/SSG,전준호,13000,13000,X
2008,HEROES,전준호,13000,11000,X
2008,HEROES,전준호,13000,11000,X
2008,HEROES,전준호,13000,11000,X
2008,HEROES,전준호,13000,11000,X
2007,HEROES,전준호,11000,13000,X
2007,HEROES,전준호,11000,13000,X
2007,HEROES,전준호,11000,13000,X
2007,HEROES,전준호,11000,13000,X
2006,HYUNDAI,전준호,13000,7500,X
2006,HYUNDAI,전준호,13000,7500,X
2006,HYUNDAI,전준호,13000,7500,X
2006,HYUNDAI,전준호,13000,7500,X
2005,HYUNDAI,전준호,7500,10000,X
2005,HYUNDAI,전준호,7500,10000,X
2005,HYUNDAI,전준호,7500,10000,X
2005,HYUNDAI,전준호,7500,10000,X
2004,HYUNDAI,전준호,10000,7500,X
2004,HYUNDAI,전준호,10000,7500,X
2004,HYUNDAI,전준호,10000,7500,X
2004,HYUNDAI,전준호,10000,7500,X
2003,HYUNDAI,전준호,7500,5500,X
2003,HYUNDAI,전준호,7500,5500,X
2003,HYUNDAI,전준호,7500,5500,X
2003,HYUNDAI,전준호,7500,5500,X
2002,HYUNDAI,전준호,5500,6900,X
2002,HYUNDAI,전준호,5500,6900,X
2002,HYUNDAI,전준호,5500,6900,X
2002,HYUNDAI,전준호,5500,6900,X
2001,HYUNDAI,전준호,6900,13000,X
2001,HYUNDAI,전준호,6900,13000,X
2001,HYUNDAI,전준호,6900,13000,X
2001,HYUNDAI,전준호,6900,13000,X
2023,LG,전진영,3000,3000,X
2021,KT,전진영,3000,2700,X
2020,KT,전진영,2700,NaN,O
2022,SK/SSG,전진우,3000,3000,X
2021,SK/SSG,전진우,3000,2700,X
2018,SK/SSG,전진우,2700,NaN,O
2021,DOOSAN,전창민,3000,2700,X
2019,DOOSAN,전창민,2700,2700,X
2018,DOOSAN,전창민,2700,NaN,O
2019,DOOSAN,전태준,2700,2700,X
2016,DOOSAN,전태준,2700,NaN,O
2024,HEROES,전태현,3000,NaN,O
2023,LOTTE,전하원,3000,NaN,O
2015,KIA,전현태,3500,3500,X
2014,KIA,전현태,3500,3700,X
2013,HANWHA,전현태,3700,3500,X
2012,HANWHA,전현태,3500,3700,X
2011,HANWHA,전현태,3700,3200,X
2010,HANWHA,전현태,3200,2500,X
2009,HANWHA,전현태,2500,2300,X
2006,HANWHA,전현태,2300,NaN,O
2023,DOOSAN,전형근,3000,3000,X
2022,DOOSAN,전형근,3000,2700,X
2019,DOOSAN,전형근,2700,NaN,O
2017,LG,전호영,2700,2700,X
2015,LG,전호영,2700,2400,X
2013,LG,전호영,2400,NaN,O
2022,DOOSAN,전희범,3000,3000,X
2021,DOOSAN,전희범,3000,NaN,O
2008,SK/SSG,정경배,10000,25000,X
2007,SK/SSG,정경배,25000,25000,X
2006,SK/SSG,정경배,25000,25000,X
2005,SK/SSG,정경배,25000,13000,X
2004,SK/SSG,정경배,13000,12000,X
2003,SK/SSG,정경배,12000,8800,X
2002,SK/SSG,정경배,8800,9500,X
2001,SK/SSG,정경배,9500,8000,X
2017,HANWHA,정경운,3300,2700,X
2016,HANWHA,정경운,2700,NaN,O
2018,SAMSUNG,정광운,2800,2800,X
2015,SAMSUNG,정광운,2800,2700,X
2014,HANWHA,정광운,2700,NaN,O
2022,NC,정구범,3000,3000,X
2021,NC,정구범,3000,3000,X
2020,NC,정구범,3000,2700,X
2019,NC,정구범,2700,NaN,O
2015,LG,정규식,2700,2700,X
2014,LG,정규식,2700,NaN,O
2012,SK/SSG,정규창,2400,2400,X
2011,SK/SSG,정규창,2400,NaN,O
2019,LG,정근우,35000,70000,X
2018,HANWHA,정근우,70000,70000,X
2017,HANWHA,정근우,70000,70000,X
2016,HANWHA,정근우,70000,70000,X
2015,HANWHA,정근우,70000,70000,X
2014,HANWHA,정근우,70000,70000,X
2013,HANWHA,정근우,70000,55000,X
2012,SK/SSG,정근우,55000,31000,X
2011,SK/SSG,정근우,31000,31000,X
2010,SK/SSG,정근우,31000,24000,X
2009,SK/SSG,정근우,24000,17000,X
2008,SK/SSG,정근우,17000,11000,X
2007,SK/SSG,정근우,11000,6000,X
2006,SK/SSG,정근우,6000,2400,X
2005,SK/SSG,정근우,2400,NaN,O
2020,HANWHA,정기훈,3200,2700,X
2019,HANWHA,정기훈,2700,2700,X
2017,DOOSAN,정기훈,2700,2700,X
2016,DOOSAN,정기훈,2700,NaN,O
2014,LG,정다흰,2700,NaN,O
2023,LOTTE,정대선,3200,3000,X
2022,LOTTE,정대선,3000,NaN,O
2022,LOTTE,정대혁,3000,3000,X
